imdbId,title,tags
tt0391165,fun2shh... dudes in the 10th century,"comedy kavikumarazad amitabhbachchan charlie sweetychhabra imtiazpunjabi vikram (mohammad iqbal khan) and ajay (anuj sawhney), and an accomplice, john d'souza (paresh rawal), become prime suspects, and are on the run. they must apprehend chindi and recover the crown to absolve themselves of this crime. while being chased by security guards, the trio crash into a wall, and are transported back to the 10th century, straight into the palace of emperor babushah himself.they realize that only a miracle can get them back to the 21st century."
tt0391187,ghaav: the wound,"action crime drama pankajberry rahulbhat seemabiswas gayatri kumarjay jogi thakur (govind namdev) is the power behind the ruling party ministers in bombay city, and not only rules over the underworld, but also over the law-makers; the home minister (anant jog); the police commissioner (virendra saxena), and police officers all over the city. the police of the city are on the look out for an escaped convict tanya (seema biswas). the police are assisted by sarja (mita vasisht), who is the warden of the prison that tanya broke out from. tanya has confessed to killing her husband, jayant (pankay berry). at every encounter with tanya, in prison or out, sarja severely and mercilessly beats up tanya to a pulp, but tanya keeps eluding the law, and with the help of journalist pooja (gulrez), her friends rahul (rahul bhatt) and vicky (deepak tijori) hopes to unravel the mystery behind the death of her husband jayant (pankaj berry); find her missing sister-in-law guddi (gayatri); and seek justice."
tt0391274,kismat,"action drama bobbydeol priyankachopra kabirbedi sanjaynarvekar guddudhanoa tony works as a hit-man for gangster, vikas patil, who owes his allegiance to wealthy raj mallya. raj mallya is involved in marketing spurious and out-dated drugs, and as a result is the subject of an investigation by the food & drugs administration's inspector dr. hargobind gosai. raj asks vikas to take care of hargobind through tony, which tony does, and in this manner, raj is absolved of all wrong-doing. then tony meets with attractive starlet named sapna, and falls head over heels in love with her. when sapna tells him that she is engaged to be married to dr. ajay saxena, he is heart-broken. then a scandal breaks out, and hargobind is implicated in the deaths of three children that were killed by raj's spurious drugs. all the evidence points against hargobind, and not a single lawyer is willing to take his case; his wife kills herself, and the marriage of his daughter has been canceled."
tt0392625,pratha,"action drama thriller deepakbandhu ashneyshroff vickyahuja ravindrabundela rajabundela leela and deepak are engaged to each other and are in love also. they eventually get married. in order to better his career, deepak goes to the big city to educate himself. sad news about accidental deaths in his family, get him back to the village. upon his return, he is horrified to find that his wife is now the village goddess, maa choksha, ordained by the local priest, nimi pandey, the choudhary, and member of india's ruling party, bacha babu"
tt0392950,ishq hai tumse,"romance beenabanerjee bipashabasu mohangokhale vikramgokhale g.krishna arjun, a hindu boy, and khushboo, a muslim girl, fall in love. despite their families being good friends, they need to keep their romance a secret due to the religious intolerance of society."
tt0392951,mudda: the issue,drama aryababbar prashantnarayanan adityasrivastava rajatkapoor saurabhshukla 
tt0396044,hadh: life on the edge of death,action crime drama shamadeshpande vikramgokhale ayeshajhulka sharads.kapoor thampikannanthanam 
tt0396057,hum pyar tumhi se kar baithe,"musical romance jugalhansraj tinarana sachinkhedekar vishnusharma mohansinghrathor mamta leaves her husband, vikas when she realizes that he has criminal associates, and thereby spare their son, vishwas, from any bad influence. mamta's luggage is stolen at the railway station by a mother and son team of thieves, who are subsequently run over by a train, leaving the police to conclude from the badly mutilated bodies, that they are those of mamta and vishwas. vikas is grief stricken. shortly thereafter he has to look after the only daughter, priya, of two friends, after his associates kill them. years later, priya, has grown up."
tt0396690,kisna: the warrior poet,"drama musical romance vivekoberoi ishasharvani antoniabernath sushmitasen subhashghai the film is set in the india of the tumultuous 1930's when nationalists fighting for the country's independence rose up as one, urging the british to quit. at this time, a young indian, kisna befriends and then shields a british girl katherine, from an enraged mob of nationalists including kisna's own uncle and brother. katherine is the young daughter of a ruthless british collector. kisna takes it upon himself to escort katherine to the safety of the british high commission in new delhi, who will arrange for her to board a ship home. a tender attraction develops between kisna and katherine during the journey, a love story that is torn between 'karma' (the noble deed) and 'dharma' (the duty). laxmi, the indian girl kisna is engaged to, forms the third point in an emotional triangle involving the indo-british romantic pair"
tt0396782,paisa vasool,comedy manishakoirala sushmitasen sushantsingh mukeshahuja srinivasbhashyam a self-proclaimed criminal theda singh who’s just been released from tihar jail is recruited by india’s premier intelligence agency raw (research and analysis wing) to infiltrate the gang of mafia don bob marley and ultimately eliminate him.
tt0397882,ab tumhare hawale watan saathiyo,"action drama romance amitabhbachchan akshaykumar bobbydeol divyakhosla anilsharma all maj. amarjeet singh wants is for his grandson kunal to be as noble and brave as amarjeet and the boy's father, vikramjeet. but kunal has other plans and does not wish to follow in his father's and grandfather's military legacies. reluctantly, kunal gives in and joins the army and ends up falling for shweta, the widow of a fallen soldier. when the man later turns up alive, will shweta return to him or stay with her new love?"
tt0401532,jaago,drama sanjaykapoor raveenatandon manojbajpayee pururajkumar mehulkumar young lads of azad boys ametuer soccer team from a small town of bangladesh stand up against a mighty indian team when their hometown team gets into an accident. they play their hearts out to save the last pride and show that if you dare to dream you can.
tt0402014,ab tak chhappan,"crime drama thriller nanapatekar revathy yashpalsharma mohanagashe shimitamin following the fortunes of tough cop sadhu agashe both in his fight against crime and in his personal life. garnering newspaper headlines for his crime-fighting activities, he also makes some enemies in the police department, most notably in the form of his superior, who believes his officer has gone too far."
tt0402606,suno sasurjee,action comedy musical aftabshivdasani ameeshapatel gulshangrover asrani vimalkumar 
tt0402607,tum: a dangerous obsession,"drama romance thriller manishakoirala karannath rajatkapoor nataneyasingh arunaraje a married woman has a one-night stand with a lustful photographer while on vacation, and soon cannot escape her past mistake when the photographer follows her home and wants to continue his lustful fling with her at any cost."
tt0403935,action jackson,action drama romance sonakshisinha shahidkapoor ajaydevgn sunilshetty prabhudheva vengeance drives a tough detroit cop to stay on the trail of a power hungry auto magnate who's systematically eliminating his competition.
tt0405024,hum kaun hai?,"horror drama mystery amitabhbachchan dimplekapadia dharmendra moushumichatterjee ravisharmashankar dimple kapadia, amitabh bachchan and moushumi chatterjee star in this eerie mystery. the film centers on the williams family -- mother sandra and her two kids, sarah and david, and sandra's husband, frank, who's away at war. living in an isolated area with their three servants, the family begins to notice strange occurrences haunting their household. when frank returns, sarah tells him a horrifying secret, prompting him to investigate the mystery."
tt0405046,insaaf: the justice,drama dinomorea namratashirodkar sanjaysuri henna shreysrivastava police and a family have a hard time bringing a politicians son to justice
tt0405266,raincoat,"drama romance ajaydevgn aishwaryaraibachchan annukapoor mouliganguly rituparnoghosh tells the story of two lovers, separated by destiny, who meet again one day. this encounter allows each to realize the truth about the lives they are living."
tt0405507,murder,"drama thriller mallikasherawat ashmitpatel emraanhashmi kashmirashah anuragbasu to escape a secure but stifling life with her workaholic husband sudhir, bored housewife simran begins an affair with sunny, an ex-boyfriend from her college days. however, when sudhir grows suspicious and hires a private detective, the infidelity soon comes to light."
tt0405508,rang de basanti,"drama aamirkhan siddharth sharmanjoshi kunalkapoor rakeyshomprakashmehra after a group of friends graduate from delhi university, they listlessly haunt their old campus, until a british filmmaker casts them in a film she's making about freedom fighters under british rule. although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing."
tt0406977,masti,"comedy crime mystery aftabshivdasani vivekoberoi riteshdeshmukh amritarao indrakumar a social worker turns don: plausible emotions, briskly paced narrative and slick photography. upendra plays sidaapaaji, or masti, a character inspired by a real-life ’60s bangalore mafia don. in spite of his turn towards violent crime, masthi has a softer side, and loves a girl (jennifer) whom he rescues from a forced marriage. will she be able to steer him away from the world of vice?"
tt0408837,hawas,"drama romance thriller shawarali tarunarora madina meghnanaidu karanrazdan raj mittal and his wife sapna reside in dubai, where raj works for a british firm. to make money, he works day and night, leaving sapna alone. sapna then embarks on an extramarital affair with a stranger, leading to emotional turmoil and eventually, murder."
tt0408976,krishna cottage,"comedy fantasy horror sohailkhan ishakoppikar anitahassandani ratiagnihotri santramvarma after their car breaks down, a group of collegians are forced to take shelter in the mysterious krishna cottage for the night. little do they know that the cottage is haunted by a spirit awaiting its lover."
tt0409068,muskaan,"romance aftabshivdasani gracysingh parvindabas gulshangrover rohitmanash rohitnayyar manishrobin manishsharma fashion designer samir (aftab shivdasani) works closely with friends sharad (parvin dabas), satin (vrajesh hirjee) and shikha (anjala zaveri). another friend is janvi (neha), who wishes samir would see her in a romantic light. but the girl who's caught samir's eye is muskaan (gracy singh), whom he meets accidentally over the phone. gradually, the two fall in love, without ever having seen each other's face."
tt0409527,shabd,"drama sanjaydutt aishwaryaraibachchan zayedkhan aakashpandey leenayadav shaukat, a writer suffering from writer's block, prompts his wife to have an affair with a stranger as he seeks inspiration to write a new story. will his wife help him write his dream novel?"
tt0409724,bardaasht,drama bobbydeol laradutta rahuldev riteshdeshmukh eeshwarnivas an army officer investigates the murder of his brother.
tt0410591,shart: the challenge,"romance amritaarora asrani snehaldabi vrajeshhirjee purijagannadh karan's girlfriend challenges him to woo any woman and make her marry him. he chooses a woman named saryu, only to find out that she has an overprotective brother."
tt0411815,run,"action comedy romance abhishekbachchan bhoomikachawla maheshmanjrekar vijayraaz jeeva when ethan becomes overwhelmed by his future prospects, he tries escape from the impending stress of adult life."
tt0414040,gayab,"fantasy rasikajoshi tussharkapoor ikhlaqkhan antaramali prawalraman when vishnu prasad singh wishes he were invisible, the last thing he expects is that it would really happen. once he cannot be seen, he turns to take revenge on all he thinks have wronged him."
tt0414503,shaadi ka laddoo,"comedy sanjaysuri mandirabedi aashishchaudhary divyadutta rajkaushal shomu and his wife meenu are happily married with two kids. shomu decides to travel to britain for business reasons, as well as to meet his old friend, ravi kapoor."
tt0414713,amu,"drama konkonasensharma yashpalsharma brindakarat ankurkhanna shonalibose amu is the story of kaju, a twenty-one-year-old indian american woman who returns to india to visit her family and discover the place where she was born. the film takes a dark turn as kaju stumbles against secrets and lies from her past. a horrifying genocide that took place twenty years ago turns out to hold the key to her mysterious origins."
tt0414714,girlfriend,"drama amritaarora shantanuchappana aashishchaudhary ishakoppikar karanrazdan a man comes between two lesbian lovers, hence forming a triangle with bleak consequences."
tt0415003,garv: pride and honour,"action drama salmankhan shilpashetty arbaazkhan faridajalal puneetissar about to retire, police inspector samar singh changes his mind when he discovers that a recently elected official has ties with the underworld."
tt0415373,woh,"crime drama thriller priyanshuchatterjee cleoisaacs kasam ayubkhan rajn.sippy job-hunting, on his way from goa to mahabuleshwar , shekhar kapoor ends up at laila's bar, is mistaken for a contract killer by pratap singh and laila, and is instructed to kill sonali, ..."
tt0415768,dus,"action crime thriller sanjaydutt sunilshetty abhishekbachchan zayedkhan anubhavsinha jamwaal, a terrorist, plans to wreak havoc in canada when the indian prime minister visits the nation. however, a team of special agents from india are sent to catch the terrorist."
tt0415908,kaal,"thriller adventure mystery ajaydevgn vivekoberoi johnabraham laradutta sohamshah unfolding through a course of a night in mumbai, kaalakaandi showcases three parallel tracks — a man who discovers he has terminal illness decides to let go of his principles and live a little; a woman involved in a hit-and-run seeks redemption and two goons must decide if they can trust each other."
tt0416120,police force: an inside story,"action crime drama akshaykumar raveenatandon amrishpuri mohanjoshi dilipshukla senior police officer pandey is called in to train a new batch of trainee officers that the indian police force wants to recruit. he does manages to induct some sense of fair-play in these officers and gets them assign to their place of duty; but these officers will find that there real life scenario are different and must deal with the world at large consisting of corrupt high-ranking police officers, dishonest politicians and gangsters. how they deal with them will shape their destinies."
tt0416282,vaastu shastra,"horror mystery vickyahuja j.d.chakravarthi ahsaaschanna peeyaraichowdhary saurabnarang a couple and their sister move to their new house with their young son, but soon discover that an old tree outside the house holds a strange curse which is haunting their house."
tt0416712,elaan,"action arjunrampal ameeshapatel johnabraham laradutta vikrambhatt naresh kumar saxena lives with his widowed mom and sister, seema. he works as a freelance photographer and journalist. one day he meets with mala mehta and her dad, who is the editor of a newspaper. mr. mehta hires naresh and assigns him to go to a remote island to investigate and expose some illegal activities there. naresh goes there in the company of his friend, shyam. unfortunately, naresh is caught by the island guards and lodged in a cell along with two others, one a scientist and ram singh, a hoodlum. the scientist confides in naresh that he has invented an atomic ring that when inserted in someone's mouth will turn that person invisible, and subsequently passes away. naresh puts the ring in his mouth, takes off his clothes, turns invisible and escapes."
tt0418096,rakht,horror thriller sanjaydutt sunilshetty bipashabasu dinomorea maheshmanjrekar a student goes on a killing spree vowing bloody revenge for the death of his father.
tt0418362,mujhse shaadi karogi,"comedy romance salmankhan akshaykumar priyankachopra amrishpuri daviddhawan sameer, fast at losing his temper is re-located to goa where he falls in love with rani. but sameer's new roommate sunny, has some plans of his own."
tt0418460,aitraaz,"drama thriller akshaykumar kareenakapoor priyankachopra amrishpuri abbasalibhaiburmawalla mastanalibhaiburmawalla aitraaz revolves around the character raj malhotra (akshay kumar) a successful businessman who has everything going for him, including a lovely wife (kareena kapoor). just when he thinks things can't get any better, sonia (priyanka chopra) - his ex-girlfriend, now the boss's wife - walks back into his life - and she wants raj at any cost."
tt0418598,"chot [aaj isko, kal tereko]",musical action crime ashutoshrana sharads.kapoor nethraraghuraman ganeshyadav nabhkumar'raju' corrupt mumbai policeman aids local property developer to force two brothers who own a dairy farm off their land.
tt0418880,mere jeevan saathi,"music romance akshaykumar karismakapoor ameeshapatel gulshangrover suneeldarshan vicky (akshay kumar) is an aspiring singer who is devoted to his true love, anjali (amisha patel). he gets a big offer from a music company in canada and accepts it. in canada, he meets the owner of the company, natasha (karisma kapoor). natasha helps vicky become a star, however, vicky is unaware of natasha's hidden motives. natasha knew vicky in college and harboured a deep infatuation for him. natasha's father had warned her that her love for vicky can never be, as vicky loved anjali, but she refused to listen. when natasha's father died in a car accident, natasha, with no one else to love, put all her love and devotion on vicky aside, and has been alone ever since."
tt0419058,phir hera pheri,"comedy crime akshaykumar sunilshetty pareshrawal bipashabasu neerajvora raju, shyam and baburao are living happily after having risen from rags to riches. however, they lose it all after falling victim to a chit fund scam due to their greed for more money. soon, they find themselves in new mess and encounter eccentric and dangerous characters in their quest for a shortcut to riches again."
tt0419468,baabul,"drama family romance amitabhbachchan salmankhan hemamalini johnabraham ravichopra when his only son dies in an accident, balraaj urges his depressed daughter-in-law to marry a man who has long loved her in silence."
tt0419828,hyderabad blues 2,"drama comedy tiscachopra jyotidogra anujgurwara elahehiptoola nageshkukunoor the story of the sequel takes place 6 years after the action of the first film. after his marriage with ashwini, varun decides to stay in india. he starts a call centre while ashwini is contemplating starting her own clinic. looking at seema and sanjeev's family, and after 6 years of marriage, ashwini wants to have children, but varun always avoids the topic saying that the two of them are good for each other, and he doesn't want anyone else in their lovely relationship. as ashwini becomes increasingly desperate to have children, one of varun's employees, the young and dashing floor manager named menaka, tries to seduce varun. without crossing any lines, varun stops menaka and also confronts ashwini. ashwini doesn't believe varun and divorces him, but then realizes her mistake. she apologizes and the couple reunites."
tt0419974,morning raga,"drama shabanaazmi prakashrao lilletedubey perizaadzorabian maheshdattani morning raga is about the meeting of worlds. it is a story that brings the modern and traditional together, unites the past with present, carnatic music with western music, as never before in the history of humanity, fate and coincidence with individual choices. it is a story of our times where our worlds are interacting with each other."
tt0420123,revati,"drama kashmirashah kirankumar ayubkhan javedkhan faroghsiddique the story of a rebel trash picker living in the slums of bombay india. she dreams of being able to have simple luxuries like a bath or decent clothes to cover her body. one day she gets her opportunity through a drug smuggler of bombay and quickly learns all that glitters is not gold. whether it be a drug lord, a murder, rapist or the legal system; revati is a fighter that keeps a sense of humor about her plight. revati shows the life's struggles of a woman struggling to keep her morality and dignity in a place that tries hard to strip her of all she has in many extreme circumstances. revati dares to be different and live by her own rules. will she win and yet keep her morality? will she survive?"
tt0420304,viruddh... family comes first,drama amitabhbachchan sharmilatagore johnabraham sanjaydutt maheshmanjrekar an ordinary 60 plus couple - vidhyadhar patwardhan and his wife are forced to search for their faith in human values and society after the death of their only son amar. in the process they undergo the most testing struggle of their lives.
tt0420332,veer-zaara,"drama musical romance shahrukhkhan preityzinta ranimukerji kironkher yashchopra squadron leader veer pratap singh, a pilot in the indian air force, rescues the stranded zaara, a woman from pakistan, following a bus accident, and their lives are forever bound."
tt0421277,julie,"drama nehadhupia priyanshuchatterjee yashtonk sanjaykapoor deepaks.shivdasani julie is an anglo-indian girl with a loving, but alcoholic father and a domineering mother, a younger brother and sister. she falls in love with her best friend's brother shashi bhattacharya, a hindu boy, and she has a passionate encounter with him, which leaves her pregnant. he goes away to college, not knowing about her condition. her mother is distraught when julie tells her about the pregnancy. they don't tell the rest of the family. her mother thinks about getting julie an abortion, but a devout christian talks her out of it. julie is sent away to have her baby in secret. the rest of the family is told that julie got a job. when she comes back home, she runs into her hindu boyfriend and tells him everything. he agrees to marry her, but his mother objects to the mixed marriage, not knowing about the baby born in secret. julie's mother doesn't want the marriage either, as she and the rest of the family want to go to england"
tt0422091,dhoom,"action adventure thriller abhishekbachchan udaychopra johnabraham eshadeol sanjaygadhvi jai and ali return, this time on the trail of an international thief who steals priceless artifacts and has chosen mumbai as his next target."
tt0422236,fida,adventure romance thriller kareenakapoor fardeenkhan shahidkapoor kimsharma kenghosh two young people embark on a winding and rocky path to love after meeting at a wedding.
tt0422950,phir milenge,"drama salmankhan abhishekbachchan shilpashetty mitavasisht revathy tamanna sahni (shilpa shetty) is a dedicated staff member of a top advertising agency, her ideas and designs have mainly contributed to the success of the agency. she leaves for a college reunion and meets her college sweetheart rohit (salman khan). they rekindle their love for each other and share some intimate moments together. eventually rohit leaves and tamanna settles back into her normal daily routine. when her sister, tanya, has an accident she decides to give her own blood to save her. however her doctor, dr. raisingh (revathi), tells her that she has been tested positive for hiv. tamanna's world turns upside down and she desperately tries to get into contact with rohit but in vain. her situation is soon spread around the office and she loses her job. angered by her unfair dismissal she searches for a lawyer to fight her case. eventually tarun anand (abhishek bachchan) agrees to represent her..."
tt0423087,rok sako to rok lo,"adventure musical romance sunnydeol yashpandit manjariphadnis carrankapur arindamchowdhuri a town in india has two schools, valley high school, which is for the wealthy students, and bharti high school for the middle-class. the annual sports fest has been always dominated by the valley high school."
tt0426075,lakeer - forbidden lines,"action drama romance sunnydeol sunilshetty sohailkhan johnabraham ahmedkhan gangster and criminal don, suraj rana, who is also known for his kindness, adopts a street urchin named arjun, and teaches him all the tricks of the trade, so that he can succeed him, even though he has a son named karan. arjun and karan grow up as brothers, and arjun takes charge of all criminal activities after suraj passes away. karan has fallen in love with bindiya, the daughter of suraj's deceased employee, and would like her to marry him. but bindiya is in love with saahil, and only likes karan. karan now decides to take the matter into his own hands, and thereby force arjun to take sides either for him or against him."
tt0426864,aakhri inteqam,action sudeshberry anukashyap amitpachori jitender rajeshbakshi 
tt0430030,dobara,"musical drama jackieshroff raveenatandon mahimachaudhry gulshangrover shashiranjan ranbir (jackie shroff) is a successful writer, and happily married to anjali (mahima chaudhry). but when his schizophrenic ex (raveena tandon) shows up out of the blue, tells him he has a son living in goa, and hints that anjali is cheating on him, his happy life is turned upside down."
tt0430328,madhoshi,"musical mystery drama bipashabasu johnabraham priyanshuchatterjee prakashbhardwaj tanveerkhan madhoshi is a 2004 bollywood film. it is directed by tanveer khan and stars bipasha basu, john abraham, shweta tiwari and priyanshu chatterjee. anupama kaul (played by bipasha basu) is a woman whose sister lives in new york. one day she gets a call from her sister and while they are talking on the phone, her sister is killed by the 9/11 attacks. anupama is devastated. a few years later anu is happily engaged to arpit oberoi (played by priyanshu chatterjee); then arpit leaves for america for business reasons and anu is wooed by a man named aman (played by john abraham)."
tt0430381,musafir,"action crime drama anilkapoor sameerareddy adityapancholi maheshmanjrekar sanjaygupta betrayed in love and debt-ridden, lucky, a small-time criminal, is on his way to goa for a drug deal. but his life takes a turn when he falls for a dancer, who hires him to kill her abusive husband."
tt0430480,popcorn khao! mast ho jao,"comedy drama romance akshaykapoor tanisha yashtonk deepaktijori kabirsadanand three former collegians experience love, heartbreaks, as well as life's ups and downs."
tt0430589,shaadi karke phas gaya yaar,"romance salmankhan shilpashetty reemalagoo mohnishbahl k.s.adiyaman ayaan tricks a model into marrying him, when she leaves her diary in his family's garage, allowing him to follow her around."
tt0430702,tumsa nahin dekha,"musical romance emraanhashmi diamirza anupamkher sharatsaxena anuragbasu twenty years ago, sardar rajpal killed his brother and fled his hometown with his adopted daughter. once settled, he asked his estranged wife to send their son on the misleading promise of employment. when two young men with the same name show up, both claiming to be there for the job, a baffled sardar is forced to work out the imposter and his motive, while his daughter gradually develops a soft spot for one of them."
tt0432047,sarkar,action crime drama amitabhbachchan abhishekbachchan kaykaymenon supriyapathak ramgopalvarma 
tt0432385,ak 47,"action thriller audhityasingh sheetalbavishi ompuri ashishvidyarthi raamshetty a russian military propaganda film about the tank commander kalashnikov, severely injured in battle in 1941. the accident leaves him incapacitated and unable to return to the front line. while recovering in the hospital, he begins creating the initial sketches of what will become one of the world’s most legendary weapons. a self-taught inventor is only 29 when he develops the now iconic assault riffle — the ak-47. shot in occupied crimea."
tt0432536,hatya: the murder,action crime fantasy akshaykumar varshausgaonkar navinnischol reemalagoo kaderkashmiri a man is resurrected from the dead as a shape-shifting snake and exacts vengeance on those who killed him and his father.
tt0432637,krrish,action adventure romance rekha hrithikroshan priyankachopra sharatsaxena rakeshroshan krrish and his father must team up to save the world from a psychokinetic evil man named kaal and his army of mutants.
tt0433605,naach,"musical drama antaramali abhishekbachchan riteshdeshmukh priyabadlani ramgopalvarma the sonpur cattle fair in rural bihar comes alive every evening when more than fifty girls take to the stage and dance for an all male audience. a barbed wire fence separates the performers from the spectators. it is a dance charged with sexual energy. the girls dance, make eye contact, beckon, gesticulate and even abuse a highly responsive all male audience. what meanings related to contemporary construction and practice of gender, sexuality, labour and popular culture can we read in the dance of the female performer?"
tt0435259,padmashree laloo prasad yadav,"comedy sunilshetty masumehmakhija maheshmanjrekar johnnylever maheshmanjrekar a bollywood remake of a fish called wanda (1988), padmashree laloo prasad yadav finds an assortment of eccentric characters in the search of missing diamonds."
tt0435390,shukriya: till death do us apart,"musical drama family anupamkher aftabshivdasani shriyasaran indraneel anupamsinha hirty years ago karam jindal together with his widowed mom, gayatri, and wife, sandhya, had immigrated to london, england. shortly thereafter gayatri gets cancer and tragically passes away. then, sandhya gives birth to two daughters, anjali and sanam. the jindals accumulate wealth, and are now one of the wealthiest families' in london. anjali gets married to akash, while sanam is on the look-out for her beau. with karam's 60th birthday coming up, anjali is busy with preparations for a grand party, while sanam has already started with her make-up. karam hopes to get sanam married to yash, his employee, who is like a son to him. add to that is the inauguration of the ""gayatri jindal cancer hospital"" which is to be done on the same day."
tt0435437,taarzan: the wonder car,"musical action drama vatsalseth ayeshatakia ajaydevgn faridajalal abbasalibhaiburmawalla mastanalibhaiburmawalla raj rebuilds his murdered father's car and names it taarzan, but the car comes to life in a miraculous way and slowly starts killing the killers of raj's father."
tt0436451,jo bole so nihaal,"action sunnydeol thomastevana garycastrochurchwell kamaalkhan rahulrawail jo bole so nihaal (also transliterated as jo bole so nihal; literally meaning ""whoever utters shall be fulfilled"") is a 2005 bollywood action comedy film, directed by rahul rawail. it stars sunny deol, shillpi sharma and kamaal khan in lead roles, whilst nupur mehta and surekha sikri appear in major supporting roles; the director also plays an antagonistic role in the film. singer kamaal khan appeared first time on big screen in a negative role. this movie was his debut movie as actor. the film's release was met by protests from sikh groups, who took offense at its use of a sikh religious phrase as its title,[1] as well as scenes in which a sikh police officer is shown being chased by scantily-clad women[citation needed]. two bomb attacks on 22 may 2005 on theatres in new delhi showing the film killed one person and injured 49, prompting cinema owners to pull the film, in some cases voluntarily and in some states as a result of a government order."
tt0437182,family: ties of blood,"action crime drama amitabhbachchan akshaykumar bhoomikachawla aryemanramsay rajkumarsantoshi the story is on the concept of karma and bad deeds. it follows viren sahai (amitabh bachchan), underworld don who rules over india. his son abhir (sushant singh) is spoilt and believes he can do anything due to his father's power. when viren's enemy khan (kader khan) attacks abhir, viren demands revenge."
tt0437238,hulchul,"action comedy drama akshayekhanna kareenakapoor sunilshetty pareshrawal priyadarshan a troubled acp adopts a young poor child named deva whose mother and father died. when he grows up, he helps his adopted father as a police officer and acp to solve various crimes around town to save his job and protect his family. deva should not only help his father by tracking down a mob or fight gang members, but he has to release his half-brother karan from police custody after he is framed for murder."
tt0437279,khamoshh... khauff ki raat,"thriller shilpashetty juhichawla rajivsingh shawarali deepaktijori while travelling on a rainy night with his boss, an arrogant actress, avinash's car ends up hitting a woman. soon they all get stranded in a motel with a few more people. one of them is a killer."
tt0437407,parineeta,"drama musical romance saifalikhan vidyabalan sanjaydutt diamirza pradeepsarkar childhood sweethearts lalita and shekhar wish to get married someday. however, shekhar's growing suspicions about lalita coupled with his conniving father's antics threaten to tear them apart."
tt0438153,let's enjoy,"comedy shomendrabose aashishchaudhary roshnichopra arzoogovitrikar siddharthanandkumar ankurtewari four different stories about different people trying to attend, already at or happening to encounter a major farmhouse party in suburban delhi."
tt0438875,insan,"drama war akshaykumar ajaydevgn tussharkapoor eshadeol k.subhash the same year shaw’s malay film productions released p. ramlee’s penarek becha, they also produced this melodrama centred around another humble trishaw driver. like ramlee’s film it was co-written by young literary upstart jamil sulong (who later became a director). similar issues around class, wealth and modernity are explored through the tale of a kindly older trishaw driver (omar rojik) who adopts jamilah, an orphan and marries her guardian, offering her a simple but better life (including a very, very long visit the circus). as the years pass jamilah pulls away from her impoverished kampong life towards a world of motor cars and monied families, while kind omar’s health is failing. a classic slice of social-realist melodrama."
tt0438894,kisse pyaar karo?n,action comedy crime arshadwarsi aashishchaudhary yashtonk uditagoswami ajaychandhok 
tt0438981,silsiilay,drama tabu bhoomikachawla riyasen celinajaitly khalidmohamed an account of the lives of three women who are not connected to each other.
tt0439662,fanaa,"drama musical romance aamirkhan kajol rishikapoor tabu kunalkohli zooni ali beg is a blind kashmiri girl who travels without her parents for the first time with a dance troupe to delhi to perform in a ceremony for independence day. on her journey, she meets rehan khan, a casanova and tour guide who flirts with her. although her friends warn zooni about him, she cannot resist falling in love with him and he takes her on a private tour of new delhi. but there is more to rehan than meets the eye and zooni will have to make a heartbreaking decision."
tt0439754,pyaar mein twist,"comedy drama musical rishikapoor dimplekapadia vikasbhalla emmabunton hridayshetty with their respective children's' marriages about to take place, two middle-aged single parents fall in love."
tt0439872,wajahh: a reason to kill,"thriller arbaazkhan gracysingh shamitashetty zulfisayed gautamadhikari after trishna marries her sweetheart, dr. aditya bhargava, she finds out that he used to love ishita singhania, the only daughter of a multi-millionaire. she also finds out that her"
tt0441048,dhoom:2,"action thriller abhishekbachchan udaychopra hrithikroshan aishwaryaraibachchan sanjaygadhvi jai and ali return, this time on the trail of an international thief who steals priceless artifacts and has chosen mumbai as his next target."
tt0442606,mulaqaat,"drama thriller vinayanand arunbakshi ritabhaduri milindgunaji k.ravishankar jas, a hindu boy, belongs to a very rich family and has a good muslim friend named javed, who comes from a poor family. jas loves and respects javed as if he were god incarnate. javed is a small-time poet, but jas encourages him by getting his book published and even allowing him to stay at his house. but soon, their friendship will face its ultimate test."
tt0442764,dil jo bhi kahey...,"romance amitabhbachchan revathy karansharma annabellewallis romeshsharma during the british rule in india, several indians were lured by the british to travel to distant mauritius where they would have a better life. upon reaching this island, the indians were enslaved, tortured and made to labor in what is now known as the ""coolie ghat"". after the british left india, the indians in mauritius decided to continue to live there along with other nationals from different countries."
tt0442799,kis kis ki kismat,"comedy mallikasherawat ratiagnihotri kurushdeboo tinnuanand govindmenon a brainless bimbo is mistaken as a famous miserly millionaire's mistress, the scandal is lapped up by the press and all hell breaks loose. to make matters worse, the millionaire's lazy, clueless son is romantically involved with the girl."
tt0442855,vaada,romance mystery drama arjunrampal zayedkhan ameeshapatel aloknath satishkaushik vaada film sundar c and sheryl brindo in lead. sundar c is essaying the role of a person who avenges the person who has spoilt his life. sheryl pinto acts as an ardent fan of mgr and she feels her husband sundar c should also be like him. both of them dance for the song enakku needhan mgr unakku naan dhan saroja devi.
tt0443208,rog,mystery romance thriller irrfankhan suhelseth himanshumalik shyamolivarma himanshubrahmbhatt a short film by ryszard wasko
